module,time_hours,scenario_id,proteostasis_capacity,mitochondrial_reserve,inflammatory_dysfunction,commitment_risk,recovery_potential
dynamic_state,30.0,mito_support,0.3310212837240124,0.8150729471495138,0.35573552499491684,0.12087588221214182,0.6971704822805492
dynamic_state,32.0,mito_support,0.30046153580281265,0.8144902386324723,0.37265577762474555,0.12722430443357174,0.6823476893206932
dynamic_state,34.0,mito_support,0.2697876703283017,0.8136773493474045,0.3897694412920077,0.13421004293742905,0.6665506671610589
dynamic_state,36.0,mito_support,0.23899251159534574,0.8126278053938276,0.40708430174151033,0.1418372976925849,0.6497522663951647
dynamic_state,38.0,mito_support,0.20806867966997347,0.81133493190954,0.42460820962878515,0.15011052346724255,0.631924944247199
dynamic_state,40.0,mito_support,0.177008588165941,0.8097918509609565,0.4423490845940469,0.15903443451111093,0.6130407519020813
dynamic_state,42.0,mito_support,0.1458044419184883,0.80799147933255,0.4603149193917738,0.168614009329069,0.5930713215600134
dynamic_state,44.0,mito_support,0.11444823455350572,0.8059265262136894,0.47851378407742584,0.17885449554913585,0.5719878532100198
dynamic_state,46.0,mito_support,0.0829317459502891,0.8035894907811268,0.49695383025285705,0.18976141488761414,0.5497611011168191
dynamic_state,48.0,mito_support,0.05124653959602083,0.8009726596753451,0.515643295372018,0.20134056821432714,0.5263613600152162
dynamic_state,50.0,mito_support,0.019383959830072857,0.7980681043689368,0.5345905071085847,0.21359804072092403,0.5017584510060461
dynamic_state,52.0,mito_support,0.0,0.7948676784251428,0.5538038877871924,0.22654020719528456,0.4759217071475374
dynamic_state,54.0,mito_support,0.0,0.7913630146446377,0.5732187840696362,0.2400026912858943,0.4489406971728937
dynamic_state,56.0,mito_support,0.0,0.7875468538801497,0.5927288603923949,0.25372760499550107,0.4209781417805928
dynamic_state,58.0,mito_support,0.0,0.783413824936914,0.6123369951023115,0.2677183313407489,0.39202355895102353
dynamic_state,60.0,mito_support,0.0,0.7789584905076944,0.6320460976881257,0.2819783334875829,0.36206626523006635
dynamic_state,62.0,mito_support,0.0,0.7741753459777821,0.6518591096520717,0.29651115553742236,0.3310953722945114
dynamic_state,64.0,mito_support,0.0,0.7690588182069127,0.6717790053879821,0.31132042333435145,0.29909978346849103
dynamic_state,66.0,mito_support,0.0,0.7636032642878432,0.6918087930661305,0.3264098452935641,0.26606819019002526
dynamic_state,68.0,mito_support,0.0,0.7578029702813286,0.7119515155250515,0.34178321325130556,0.23198906842676592
dynamic_state,70.0,mito_support,0.0,0.751652149927228,0.7322102511705744,0.35744440333655764,0.19685067504001091
