,time_hours,scenario_id,scenario_label,proteostasis_capacity_mean,proteostasis_capacity_sd,proteostasis_capacity_p05,proteostasis_capacity_p95,mitochondrial_reserve_mean,mitochondrial_reserve_sd,mitochondrial_reserve_p05,mitochondrial_reserve_p95,inflammatory_dysfunction_mean,inflammatory_dysfunction_sd,inflammatory_dysfunction_p05,inflammatory_dysfunction_p95,commitment_risk_mean,commitment_risk_sd,commitment_risk_p05,commitment_risk_p95,recovery_potential_mean,recovery_potential_sd,recovery_potential_p05,recovery_potential_p95
210,50.0,combo_recovery,Combination recovery program,0.5157900075140197,0.0809207041164775,0.3826754492424141,0.6489045657856253,0.6674020674412383,0.0826026961868636,0.5315206322138476,0.803283502668629,0.2292922977135248,0.0796911477960003,0.0982003595891043,0.3603842358379454,0.1273208236438749,0.0569400070497123,0.0336545120470982,0.2209871352406517,0.8235198430811854,0.0657196593787184,0.7154110034031935,0.9316286827591772
211,52.0,combo_recovery,Combination recovery program,0.5086729109749224,0.0826279877869475,0.3727498710653938,0.644595950884451,0.6642198683361158,0.0844122274963019,0.5253617541046991,0.8030779825675325,0.2321429614935226,0.0812145549071956,0.0985450186711857,0.3657409043158596,0.1304709476462334,0.0580673211170559,0.0349502044086764,0.2259916908837904,0.8230582511870502,0.0675378588311003,0.7119584734098902,0.9341580289642104
212,54.0,combo_recovery,Combination recovery program,0.5015580078757407,0.0843494552867435,0.3628031539290475,0.6403128618224339,0.6610209723975596,0.0862376268179108,0.5191600762820963,0.802881868513023,0.2350646338850066,0.0827543089849292,0.098933795604798,0.3711954721652152,0.1337633714441133,0.0592479074638584,0.0363005636660662,0.2312261792221605,0.8223330900400365,0.0694523574925568,0.7080839619647805,0.9365822181152924
213,56.0,combo_recovery,Combination recovery program,0.4944432316922557,0.0860857283998085,0.3528322084745706,0.6360542549099408,0.6578032403681686,0.0880795699337727,0.5129123478271125,0.8026941329092248,0.2380588262245114,0.0843110705888193,0.0993671151059036,0.3767505373431192,0.1371986350838861,0.0604821615062588,0.0377054794060903,0.236691790761682,0.8213385966292551,0.071465649885007,0.7037776025684185,0.9388995906900918
214,58.0,combo_recovery,Combination recovery program,0.487326478615203,0.0878374613023545,0.3428338547728298,0.6318191024575763,0.6545644929630852,0.0899387612000482,0.5066152307890058,0.8025137551371645,0.2411270633340608,0.0858855166129305,0.0998453885057901,0.3824087381623315,0.14077734105045,0.0617705031994775,0.0391648632873094,0.2423898188135906,0.8200689372211043,0.0735802464088817,0.6990294318784939,0.9411084425637148
215,60.0,combo_recovery,Combination recovery program,0.4802056071723128,0.089605337737412,0.3328048265942701,0.6276063877503557,0.6513025104730588,0.0918159315430288,0.5002653030847763,0.8023397178613412,0.2442708844736682,0.0874783393100536,0.1003690163086299,0.3881727526387065,0.1445001550361742,0.063113377175621,0.0406786495822776,0.2483216604900708,0.8185182046316027,0.0757986757824941,0.6938293829693998,0.9432070262938056
216,62.0,combo_recovery,Combination recovery program,0.4730784378287698,0.0913900688325175,0.3227417745992784,0.6234151010582611,0.6480150323442186,0.0937118369315446,0.4938590605918276,0.8021710040966097,0.2474918443022593,0.0890902455591761,0.1009383903574145,0.3940452982471042,0.1483678067278419,0.0645112529475919,0.0422467956290532,0.2544888178266307,0.816680415450693,0.0781234876062784,0.688167278338365,0.9451935525630212
217,64.0,combo_recovery,Combination recovery program,0.4659427525658219,0.0931923914105061,0.3126412686955393,0.6192442364361045,0.6446997567342758,0.0956272572147253,0.4873929186160526,0.802006594852499,0.250791513847341,0.0907219563243644,0.1015538956937616,0.4000291320009205,0.1523810906121137,0.0659646251633398,0.0438692822184197,0.2608928990058077,0.8145495072175337,0.0805572549623284,0.6820328228045035,0.947066191630564
218,66.0,combo_recovery,Combination recovery program,0.4587962944372711,0.0950130666826594,0.3024997997442963,0.6150927891302458,0.641354340044871,0.0975629952433678,0.4808632128695309,0.8018454672202111,0.254171481483743,0.0923742062658754,0.1022159121763779,0.4061270507911081,0.1565408668000397,0.0674740138995113,0.0455461139353436,0.2675356196647359,0.812119335545771,0.0831025769952527,0.6754155963885802,0.9488230747029618
219,68.0,combo_recovery,Combination recovery program,0.4516367671035616,0.096852879241584,0.2923137807511559,0.6109597534559673,0.6379763964297741,0.0995198762140497,0.4742662000576623,0.8016865928018859,0.2576333539217711,0.0940477434735959,0.1029248159077058,0.4123418919358363,0.1608480618711592,0.0690399649868318,0.0472773194678208,0.2744188042744976,0.8093836711977496,0.0857620814435549,0.6683050472231017,0.9504622951723974
220,70.0,combo_recovery,Combination recovery program,0.4444618343431802,0.0987126362915574,0.2820795476435682,0.6068441210427922,0.6345634972786371,0.101498747190216,0.4675980581507317,0.8015289364065425,0.2611787572051135,0.0957433292998058,0.1036809805069328,0.4186765339032942,0.1653036697377333,0.0706630503618042,0.0490629518925652,0.2815443875829013,0.8063361971066033,0.0885384271057794,0.6606904845175962,0.9519819096956104
221,72.0,combo_recovery,Combination recovery program,0.4372691195410733,0.1005931670689924,0.2717933597125808,0.6027448793695658,0.6311131706759885,0.103500476765495,0.4608548863967491,0.8013714549552279,0.2648093377188526,0.0974617382734478,0.1044847782590309,0.4251338971786743,0.1699087525296651,0.0723438684408824,0.0509030889444135,0.2889144161149167,0.8029705053451259,0.0914343062353182,0.6525610715880275,0.9533799391022244
